episode_idx,task_family,no_workflow_id,mem_workflow_id,no_trace_file,mem_trace_file,no_agent_sequence,mem_agent_sequence,no_retrieve_memory_events,mem_retrieve_memory_events,no_selected_memories,mem_selected_memories,no_memory_refs,mem_memory_refs,no_support_only_count,mem_support_only_count,no_changed_agent_selection_count,mem_changed_agent_selection_count,no_changed_ordering_count,mem_changed_ordering_count,no_changed_recovery_count,mem_changed_recovery_count,no_decisions_full,mem_decisions_full,no_decisions_effective,mem_decisions_effective,decision_diff_full_count,decision_diff_full_summary,decision_diff_effective_count,decision_diff_effective_summary,memory_changed_scheduling_decisions,no_agent_call_count,mem_agent_call_count,no_retry_count,mem_retry_count,no_replan_count,mem_replan_count,no_total_cost,mem_total_cost,no_avg_cost,mem_avg_cost,no_total_latency_sec,mem_total_latency_sec,no_avg_latency_sec,mem_avg_latency_sec
26,research_report,cf00cf51-5e7e-421d-86fc-899b497cc48b,da4e1408-904e-41a4-95f3-4acd7496be34,experiments\stabilization_sprint_20260508\traces\mas_no_memory\cf00cf51-5e7e-421d-86fc-899b497cc48b.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\da4e1408-904e-41a4-95f3-4acd7496be34.jsonl,planner|researcher|researcher|writer|critic|critic,planner|researcher|researcher|writer|writer|writer,0,9,,1cf3b2c8-486b-49a1-9498-cbb9f7f27b33,,1cf3b2c8-486b-49a1-9498-cbb9f7f27b33,0,9,0,0,0,0,0,0,call_agent:planner|call_agent:researcher|retry|call_agent:researcher|call_agent:writer|call_agent:critic|retry|call_agent:critic|finalize,retrieve_memory:1|call_agent:planner|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|retry|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|call_agent:writer|retrieve_memory:1|call_agent:writer|retrieve_memory:1|retry|retrieve_memory:1|call_agent:writer|retrieve_memory:1|finalize,call_agent:planner|call_agent:researcher|retry|call_agent:researcher|call_agent:writer|call_agent:critic|retry|call_agent:critic|finalize,call_agent:planner|call_agent:researcher|retry|call_agent:researcher|call_agent:writer|call_agent:writer|retry|call_agent:writer|finalize,17,0:call_agent:planner != retrieve_memory:1; 1:call_agent:researcher != call_agent:planner; 2:retry != retrieve_memory:1; 4:call_agent:writer != retrieve_memory:1; 5:call_agent:critic != retry; 6:retry != retrieve_memory:1; 7:call_agent:critic != call_agent:researcher; 8:finalize != retrieve_memory:1; ...,2,5:call_agent:critic != call_agent:writer; 7:call_agent:critic != call_agent:writer,True,6,6,2,2,0,0,0.0,0.0,0.0,0.0,1.284,1.919,0.214,0.319833
27,debugging,e4ca4fbb-5753-4815-92fc-4cce4ed62167,f4529740-8e0c-4b5c-b8cb-53f0b6446091,experiments\stabilization_sprint_20260508\traces\mas_no_memory\e4ca4fbb-5753-4815-92fc-4cce4ed62167.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\f4529740-8e0c-4b5c-b8cb-53f0b6446091.jsonl,writer|writer|critic|writer,researcher|critic|critic|critic|writer,0,7,,ab5b9c04-77b3-4686-9561-d4b529ee9433,,ab5b9c04-77b3-4686-9561-d4b529ee9433,0,5,0,2,0,0,0,0,call_agent:writer|call_agent:writer|call_agent:critic|call_agent:writer|finalize,retrieve_memory:1|call_agent:researcher|retrieve_memory:1|call_agent:critic|retrieve_memory:1|call_agent:critic|retrieve_memory:1|retry|retrieve_memory:1|call_agent:critic|retrieve_memory:1|call_agent:writer|retrieve_memory:1|finalize,call_agent:writer|call_agent:writer|call_agent:critic|call_agent:writer|finalize,call_agent:researcher|call_agent:critic|call_agent:critic|retry|call_agent:critic|call_agent:writer|finalize,14,0:call_agent:writer != retrieve_memory:1; 1:call_agent:writer != call_agent:researcher; 2:call_agent:critic != retrieve_memory:1; 3:call_agent:writer != call_agent:critic; 4:finalize != retrieve_memory:1; 5:<none> != call_agent:critic; 6:<none> != retrieve_memory:1; 7:<none> != retry; ...,6,0:call_agent:writer != call_agent:researcher; 1:call_agent:writer != call_agent:critic; 3:call_agent:writer != retry; 4:finalize != call_agent:critic; 5:<none> != call_agent:writer; 6:<none> != finalize,True,4,5,0,1,0,0,0.0,0.0,0.0,0.0,0.858,1.342,0.2145,0.2684
28,form_submission,8fff108f-abea-464a-a463-c6f6187eaa63,e99eb97e-2d63-41a5-bc94-cc85a38c662f,experiments\stabilization_sprint_20260508\traces\mas_no_memory\8fff108f-abea-464a-a463-c6f6187eaa63.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\e99eb97e-2d63-41a5-bc94-cc85a38c662f.jsonl,planner|researcher|researcher|writer|critic,planner|researcher|researcher|writer|critic,0,7,,873fa517-edd5-42da-bbfe-dd12abff7404,,873fa517-edd5-42da-bbfe-dd12abff7404,0,7,0,0,0,0,0,0,call_agent:planner|call_agent:researcher|retry|call_agent:researcher|call_agent:writer|call_agent:critic|finalize,retrieve_memory:1|call_agent:planner|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|retry|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|call_agent:writer|retrieve_memory:1|call_agent:critic|retrieve_memory:1|finalize,call_agent:planner|call_agent:researcher|retry|call_agent:researcher|call_agent:writer|call_agent:critic|finalize,call_agent:planner|call_agent:researcher|retry|call_agent:researcher|call_agent:writer|call_agent:critic|finalize,13,0:call_agent:planner != retrieve_memory:1; 1:call_agent:researcher != call_agent:planner; 2:retry != retrieve_memory:1; 4:call_agent:writer != retrieve_memory:1; 5:call_agent:critic != retry; 6:finalize != retrieve_memory:1; 7:<none> != call_agent:researcher; 8:<none> != retrieve_memory:1; ...,0,,False,5,5,1,1,0,0,0.0,0.0,0.0,0.0,0.899,0.899,0.1798,0.1798
29,form_submission,9515d6ab-8cfe-4685-95c0-01b0be38d44a,ff64b30a-b3ee-4f3b-9a4c-626c44af8cf7,experiments\stabilization_sprint_20260508\traces\mas_no_memory\9515d6ab-8cfe-4685-95c0-01b0be38d44a.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\ff64b30a-b3ee-4f3b-9a4c-626c44af8cf7.jsonl,writer|researcher|researcher|researcher|critic|writer,writer|researcher|critic|writer,0,0,,,,,0,0,0,0,0,0,0,0,call_agent:writer|call_agent:researcher|retry|call_agent:researcher|retry|call_agent:researcher|call_agent:critic|call_agent:writer|finalize,call_agent:writer|call_agent:researcher|call_agent:critic|call_agent:writer|finalize,call_agent:writer|call_agent:researcher|retry|call_agent:researcher|retry|call_agent:researcher|call_agent:critic|call_agent:writer|finalize,call_agent:writer|call_agent:researcher|call_agent:critic|call_agent:writer|finalize,7,2:retry != call_agent:critic; 3:call_agent:researcher != call_agent:writer; 4:retry != finalize; 5:call_agent:researcher != <none>; 6:call_agent:critic != <none>; 7:call_agent:writer != <none>; 8:finalize != <none>,7,2:retry != call_agent:critic; 3:call_agent:researcher != call_agent:writer; 4:retry != finalize; 5:call_agent:researcher != <none>; 6:call_agent:critic != <none>; 7:call_agent:writer != <none>; 8:finalize != <none>,True,6,4,2,0,0,0,0.0,0.0,0.0,0.0,1.215,0.483,0.2025,0.12075
30,form_submission,dd843a23-75c3-4876-bac5-dc2c79bd59ee,f2b1cdbf-dc0b-4186-a37b-2c2744f28f89,experiments\stabilization_sprint_20260508\traces\mas_no_memory\dd843a23-75c3-4876-bac5-dc2c79bd59ee.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\f2b1cdbf-dc0b-4186-a37b-2c2744f28f89.jsonl,writer|researcher|critic|writer,writer|researcher|critic|writer|writer,0,0,,,,,0,0,0,0,0,0,0,0,call_agent:writer|call_agent:researcher|call_agent:critic|call_agent:writer|finalize,call_agent:writer|call_agent:researcher|call_agent:critic|call_agent:writer|retry|call_agent:writer|finalize,call_agent:writer|call_agent:researcher|call_agent:critic|call_agent:writer|finalize,call_agent:writer|call_agent:researcher|call_agent:critic|call_agent:writer|retry|call_agent:writer|finalize,3,4:finalize != retry; 5:<none> != call_agent:writer; 6:<none> != finalize,3,4:finalize != retry; 5:<none> != call_agent:writer; 6:<none> != finalize,True,4,5,0,1,0,0,0.0,0.0,0.0,0.0,0.483,1.275,0.12075,0.255
31,research_report,e89b0043-4442-45d0-805e-d89fb5a9c799,e6c7430e-d637-4549-9bd1-b13ebfa7e338,experiments\stabilization_sprint_20260508\traces\mas_no_memory\e89b0043-4442-45d0-805e-d89fb5a9c799.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\e6c7430e-d637-4549-9bd1-b13ebfa7e338.jsonl,planner|researcher|writer|writer|critic,planner|researcher|writer|writer,0,5,,903812d2-fcf8-453e-b829-37e6ae9037ed,,903812d2-fcf8-453e-b829-37e6ae9037ed,0,5,0,0,0,0,0,0,call_agent:planner|call_agent:researcher|call_agent:writer|retry|call_agent:writer|call_agent:critic|finalize,retrieve_memory:1|call_agent:planner|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|call_agent:writer|retrieve_memory:1|call_agent:writer|retrieve_memory:1|finalize,call_agent:planner|call_agent:researcher|call_agent:writer|retry|call_agent:writer|call_agent:critic|finalize,call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:writer|finalize,10,0:call_agent:planner != retrieve_memory:1; 1:call_agent:researcher != call_agent:planner; 2:call_agent:writer != retrieve_memory:1; 3:retry != call_agent:researcher; 4:call_agent:writer != retrieve_memory:1; 5:call_agent:critic != call_agent:writer; 6:finalize != retrieve_memory:1; 7:<none> != call_agent:writer; ...,4,3:retry != call_agent:writer; 4:call_agent:writer != finalize; 5:call_agent:critic != <none>; 6:finalize != <none>,True,5,4,1,0,0,0,0.0,0.0,0.0,0.0,1.495,0.68,0.299,0.17
32,multi_source_conflict,c63f2dfb-8678-4cce-a3ea-6d06ed1bca4a,dcb0c4e1-7c4d-4af0-a600-ef190e0269cb,experiments\stabilization_sprint_20260508\traces\mas_no_memory\c63f2dfb-8678-4cce-a3ea-6d06ed1bca4a.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\dcb0c4e1-7c4d-4af0-a600-ef190e0269cb.jsonl,writer|researcher|critic|writer,planner|researcher|researcher|writer|critic,0,7,,873fa517-edd5-42da-bbfe-dd12abff7404,,873fa517-edd5-42da-bbfe-dd12abff7404,0,7,0,0,0,0,0,0,call_agent:writer|call_agent:researcher|call_agent:critic|call_agent:writer|finalize,retrieve_memory:1|call_agent:planner|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|retry|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|call_agent:writer|retrieve_memory:1|call_agent:critic|retrieve_memory:1|finalize,call_agent:writer|call_agent:researcher|call_agent:critic|call_agent:writer|finalize,call_agent:planner|call_agent:researcher|retry|call_agent:researcher|call_agent:writer|call_agent:critic|finalize,14,0:call_agent:writer != retrieve_memory:1; 1:call_agent:researcher != call_agent:planner; 2:call_agent:critic != retrieve_memory:1; 3:call_agent:writer != call_agent:researcher; 4:finalize != retrieve_memory:1; 5:<none> != retry; 6:<none> != retrieve_memory:1; 7:<none> != call_agent:researcher; ...,6,0:call_agent:writer != call_agent:planner; 2:call_agent:critic != retry; 3:call_agent:writer != call_agent:researcher; 4:finalize != call_agent:writer; 5:<none> != call_agent:critic; 6:<none> != finalize,True,4,5,0,1,0,0,0.0,0.0,0.0,0.0,0.62,1.074,0.155,0.2148
33,multi_source_conflict,d59be75c-8a7a-4b65-98c8-b93777091a40,973347cb-1d8c-4067-857f-166fdd84a5e9,experiments\stabilization_sprint_20260508\traces\mas_no_memory\d59be75c-8a7a-4b65-98c8-b93777091a40.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\973347cb-1d8c-4067-857f-166fdd84a5e9.jsonl,planner|planner|researcher|writer|critic,critic|researcher|critic|writer,0,5,,bbaef215-7103-472d-be46-7e02ba72f0ea,,bbaef215-7103-472d-be46-7e02ba72f0ea,0,4,0,1,0,0,0,0,call_agent:planner|retry|call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:critic|finalize,retrieve_memory:1|call_agent:critic|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|call_agent:critic|retrieve_memory:1|call_agent:writer|retrieve_memory:1|finalize,call_agent:planner|retry|call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:critic|finalize,call_agent:critic|call_agent:researcher|call_agent:critic|call_agent:writer|finalize,8,0:call_agent:planner != retrieve_memory:1; 1:retry != call_agent:critic; 2:call_agent:planner != retrieve_memory:1; 4:call_agent:writer != retrieve_memory:1; 6:finalize != retrieve_memory:1; 7:<none> != call_agent:writer; 8:<none> != retrieve_memory:1; 9:<none> != finalize,7,0:call_agent:planner != call_agent:critic; 1:retry != call_agent:researcher; 2:call_agent:planner != call_agent:critic; 3:call_agent:researcher != call_agent:writer; 4:call_agent:writer != finalize; 5:call_agent:critic != <none>; 6:finalize != <none>,True,5,4,1,0,0,0,0.0,0.0,0.0,0.0,0.998,0.536,0.1996,0.134
34,debugging,d9ea1006-f923-4781-9a2a-56ced3c1ceca,faaf8a72-fc6b-4d65-b174-653309daa93e,experiments\stabilization_sprint_20260508\traces\mas_no_memory\d9ea1006-f923-4781-9a2a-56ced3c1ceca.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\faaf8a72-fc6b-4d65-b174-653309daa93e.jsonl,planner|planner|planner|researcher|writer|critic,researcher|critic|critic|critic|writer,0,7,,158dd7a4-a12e-41b3-a62f-8d5ecb6df0b3,,158dd7a4-a12e-41b3-a62f-8d5ecb6df0b3,0,5,0,2,0,0,0,0,call_agent:planner|retry|call_agent:planner|retry|call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:critic|finalize,retrieve_memory:1|call_agent:researcher|retrieve_memory:1|call_agent:critic|retrieve_memory:1|call_agent:critic|retrieve_memory:1|retry|retrieve_memory:1|call_agent:critic|retrieve_memory:1|call_agent:writer|retrieve_memory:1|finalize,call_agent:planner|retry|call_agent:planner|retry|call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:critic|finalize,call_agent:researcher|call_agent:critic|call_agent:critic|retry|call_agent:critic|call_agent:writer|finalize,14,0:call_agent:planner != retrieve_memory:1; 1:retry != call_agent:researcher; 2:call_agent:planner != retrieve_memory:1; 3:retry != call_agent:critic; 4:call_agent:planner != retrieve_memory:1; 5:call_agent:researcher != call_agent:critic; 6:call_agent:writer != retrieve_memory:1; 7:call_agent:critic != retry; ...,8,0:call_agent:planner != call_agent:researcher; 1:retry != call_agent:critic; 2:call_agent:planner != call_agent:critic; 4:call_agent:planner != call_agent:critic; 5:call_agent:researcher != call_agent:writer; 6:call_agent:writer != finalize; 7:call_agent:critic != <none>; 8:finalize != <none>,True,6,5,2,1,0,0,0.0,0.0,0.0,0.0,1.678,0.858,0.279667,0.1716
35,dynamic_recovery,fdb6ed4b-a886-4668-a42c-f9f9010191b3,ca30ffd1-4d61-42ad-b1fa-1ef1b0dc7b27,experiments\stabilization_sprint_20260508\traces\mas_no_memory\fdb6ed4b-a886-4668-a42c-f9f9010191b3.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\ca30ffd1-4d61-42ad-b1fa-1ef1b0dc7b27.jsonl,planner|researcher|researcher|writer|writer,planner|researcher|researcher|writer|writer,0,7,,93d3ad73-8ff3-43af-a2f7-58ce55d59572,,93d3ad73-8ff3-43af-a2f7-58ce55d59572,0,7,0,0,0,0,0,0,call_agent:planner|call_agent:researcher|retry|call_agent:researcher|call_agent:writer|call_agent:writer|finalize,retrieve_memory:1|call_agent:planner|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|retry|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|call_agent:writer|retrieve_memory:1|call_agent:writer|retrieve_memory:1|finalize,call_agent:planner|call_agent:researcher|retry|call_agent:researcher|call_agent:writer|call_agent:writer|finalize,call_agent:planner|call_agent:researcher|retry|call_agent:researcher|call_agent:writer|call_agent:writer|finalize,13,0:call_agent:planner != retrieve_memory:1; 1:call_agent:researcher != call_agent:planner; 2:retry != retrieve_memory:1; 4:call_agent:writer != retrieve_memory:1; 5:call_agent:writer != retry; 6:finalize != retrieve_memory:1; 7:<none> != call_agent:researcher; 8:<none> != retrieve_memory:1; ...,0,,False,5,5,1,1,0,0,0.0,0.0,0.0,0.0,1.212,1.212,0.2424,0.2424
36,form_submission,e5b0f4a1-f757-4a01-a3b5-ddbd1ff73347,c2f5023a-f467-4669-a5f6-46281c2239a2,experiments\stabilization_sprint_20260508\traces\mas_no_memory\e5b0f4a1-f757-4a01-a3b5-ddbd1ff73347.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\c2f5023a-f467-4669-a5f6-46281c2239a2.jsonl,planner|researcher|writer|writer,planner|researcher|writer|writer,0,5,,93d3ad73-8ff3-43af-a2f7-58ce55d59572,,93d3ad73-8ff3-43af-a2f7-58ce55d59572,0,5,0,0,0,0,0,0,call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:writer|finalize,retrieve_memory:1|call_agent:planner|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|call_agent:writer|retrieve_memory:1|call_agent:writer|retrieve_memory:1|finalize,call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:writer|finalize,call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:writer|finalize,10,0:call_agent:planner != retrieve_memory:1; 1:call_agent:researcher != call_agent:planner; 2:call_agent:writer != retrieve_memory:1; 3:call_agent:writer != call_agent:researcher; 4:finalize != retrieve_memory:1; 5:<none> != call_agent:writer; 6:<none> != retrieve_memory:1; 7:<none> != call_agent:writer; ...,0,,False,4,4,0,0,0,0,0.0,0.0,0.0,0.0,0.672,0.672,0.168,0.168
37,research_report,9ce6cbd9-a84c-489f-8fe0-3d117b1a1d7e,f341c3e4-5307-414f-a377-9171019d2644,experiments\stabilization_sprint_20260508\traces\mas_no_memory\9ce6cbd9-a84c-489f-8fe0-3d117b1a1d7e.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\f341c3e4-5307-414f-a377-9171019d2644.jsonl,planner|researcher|researcher|writer|writer,planner|researcher|writer|writer,0,5,,903812d2-fcf8-453e-b829-37e6ae9037ed,,903812d2-fcf8-453e-b829-37e6ae9037ed,0,5,0,0,0,0,0,0,call_agent:planner|call_agent:researcher|retry|call_agent:researcher|call_agent:writer|call_agent:writer|finalize,retrieve_memory:1|call_agent:planner|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|call_agent:writer|retrieve_memory:1|call_agent:writer|retrieve_memory:1|finalize,call_agent:planner|call_agent:researcher|retry|call_agent:researcher|call_agent:writer|call_agent:writer|finalize,call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:writer|finalize,8,0:call_agent:planner != retrieve_memory:1; 1:call_agent:researcher != call_agent:planner; 2:retry != retrieve_memory:1; 4:call_agent:writer != retrieve_memory:1; 6:finalize != retrieve_memory:1; 7:<none> != call_agent:writer; 8:<none> != retrieve_memory:1; 9:<none> != finalize,5,2:retry != call_agent:writer; 3:call_agent:researcher != call_agent:writer; 4:call_agent:writer != finalize; 5:call_agent:writer != <none>; 6:finalize != <none>,True,5,4,1,0,0,0,0.0,0.0,0.0,0.0,1.002,0.919,0.2004,0.22975
38,evidence_based_writing,e9122bbb-eb9d-45ee-aa81-f5f7b215603f,e05227bb-7b10-441f-9c19-dddd78611ce5,experiments\stabilization_sprint_20260508\traces\mas_no_memory\e9122bbb-eb9d-45ee-aa81-f5f7b215603f.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\e05227bb-7b10-441f-9c19-dddd78611ce5.jsonl,writer|researcher|researcher|researcher|researcher,planner|planner|researcher|writer|writer,0,7,,93d3ad73-8ff3-43af-a2f7-58ce55d59572,,93d3ad73-8ff3-43af-a2f7-58ce55d59572,0,7,0,0,0,0,0,0,call_agent:writer|call_agent:researcher|retry|call_agent:researcher|call_agent:researcher|call_agent:researcher|finalize,retrieve_memory:1|call_agent:planner|retrieve_memory:1|retry|retrieve_memory:1|call_agent:planner|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|call_agent:writer|retrieve_memory:1|call_agent:writer|retrieve_memory:1|finalize,call_agent:writer|call_agent:researcher|retry|call_agent:researcher|call_agent:researcher|call_agent:researcher|finalize,call_agent:planner|retry|call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:writer|finalize,14,0:call_agent:writer != retrieve_memory:1; 1:call_agent:researcher != call_agent:planner; 2:retry != retrieve_memory:1; 3:call_agent:researcher != retry; 4:call_agent:researcher != retrieve_memory:1; 5:call_agent:researcher != call_agent:planner; 6:finalize != retrieve_memory:1; 7:<none> != call_agent:researcher; ...,5,0:call_agent:writer != call_agent:planner; 1:call_agent:researcher != retry; 2:retry != call_agent:planner; 4:call_agent:researcher != call_agent:writer; 5:call_agent:researcher != call_agent:writer,True,5,5,1,1,0,0,0.0,0.0,0.0,0.0,0.959,0.954,0.1918,0.1908
39,troubleshooting,c2e3fac1-c298-4d3e-809f-91a384bd411c,f6e90199-f63f-46ba-b614-f2e2edf67e0f,experiments\stabilization_sprint_20260508\traces\mas_no_memory\c2e3fac1-c298-4d3e-809f-91a384bd411c.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\f6e90199-f63f-46ba-b614-f2e2edf67e0f.jsonl,planner|researcher|researcher|writer|critic,planner|researcher|researcher|writer|critic,0,7,,a9c169f0-7b0c-4dc0-90f8-ddfa42864fd3,,a9c169f0-7b0c-4dc0-90f8-ddfa42864fd3,0,7,0,0,0,0,0,0,call_agent:planner|call_agent:researcher|retry|call_agent:researcher|call_agent:writer|call_agent:critic|finalize,retrieve_memory:1|call_agent:planner|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|retry|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|call_agent:writer|retrieve_memory:1|call_agent:critic|retrieve_memory:1|finalize,call_agent:planner|call_agent:researcher|retry|call_agent:researcher|call_agent:writer|call_agent:critic|finalize,call_agent:planner|call_agent:researcher|retry|call_agent:researcher|call_agent:writer|call_agent:critic|finalize,13,0:call_agent:planner != retrieve_memory:1; 1:call_agent:researcher != call_agent:planner; 2:retry != retrieve_memory:1; 4:call_agent:writer != retrieve_memory:1; 5:call_agent:critic != retry; 6:finalize != retrieve_memory:1; 7:<none> != call_agent:researcher; 8:<none> != retrieve_memory:1; ...,0,,False,5,5,1,1,0,0,0.0,0.0,0.0,0.0,0.87,0.87,0.174,0.174
40,multi_source_conflict,ca9433b5-aece-43ea-93fc-759104b0fd75,df5fa606-09d8-4dbc-bf63-8504f6c71e2a,experiments\stabilization_sprint_20260508\traces\mas_no_memory\ca9433b5-aece-43ea-93fc-759104b0fd75.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\df5fa606-09d8-4dbc-bf63-8504f6c71e2a.jsonl,writer|researcher|critic|writer,planner|planner|researcher|researcher|writer|critic,0,9,,d103440a-f1a4-4c8a-977c-f45d7fee44ef,,d103440a-f1a4-4c8a-977c-f45d7fee44ef,0,0,0,0,0,0,0,0,call_agent:writer|call_agent:researcher|call_agent:critic|call_agent:writer|finalize,retrieve_memory:1|call_agent:planner|retrieve_memory:1|retry|retrieve_memory:1|call_agent:planner|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|retry|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|call_agent:writer|retrieve_memory:1|call_agent:critic|retrieve_memory:1|finalize,call_agent:writer|call_agent:researcher|call_agent:critic|call_agent:writer|finalize,call_agent:planner|retry|call_agent:planner|call_agent:researcher|retry|call_agent:researcher|call_agent:writer|call_agent:critic|finalize,18,0:call_agent:writer != retrieve_memory:1; 1:call_agent:researcher != call_agent:planner; 2:call_agent:critic != retrieve_memory:1; 3:call_agent:writer != retry; 4:finalize != retrieve_memory:1; 5:<none> != call_agent:planner; 6:<none> != retrieve_memory:1; 7:<none> != call_agent:researcher; ...,9,0:call_agent:writer != call_agent:planner; 1:call_agent:researcher != retry; 2:call_agent:critic != call_agent:planner; 3:call_agent:writer != call_agent:researcher; 4:finalize != retry; 5:<none> != call_agent:researcher; 6:<none> != call_agent:writer; 7:<none> != call_agent:critic; ...,True,4,6,0,2,0,0,0.0,0.0,0.0,0.0,0.58,1.05,0.145,0.175
41,content_creation,e500b6ff-6333-474b-b9a8-120c17f3f655,6db39792-b380-4d0a-8c74-565825b7e042,experiments\stabilization_sprint_20260508\traces\mas_no_memory\e500b6ff-6333-474b-b9a8-120c17f3f655.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\6db39792-b380-4d0a-8c74-565825b7e042.jsonl,planner|planner|researcher|writer|writer|critic,planner|researcher|writer|writer|critic,0,7,,1cab6efa-dfa3-4688-a775-5819a128ec8a,,1cab6efa-dfa3-4688-a775-5819a128ec8a,0,7,0,0,0,0,0,0,call_agent:planner|retry|call_agent:planner|call_agent:researcher|call_agent:writer|retry|call_agent:writer|call_agent:critic|finalize,retrieve_memory:1|call_agent:planner|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|call_agent:writer|retrieve_memory:1|retry|retrieve_memory:1|call_agent:writer|retrieve_memory:1|call_agent:critic|retrieve_memory:1|finalize,call_agent:planner|retry|call_agent:planner|call_agent:researcher|call_agent:writer|retry|call_agent:writer|call_agent:critic|finalize,call_agent:planner|call_agent:researcher|call_agent:writer|retry|call_agent:writer|call_agent:critic|finalize,13,0:call_agent:planner != retrieve_memory:1; 1:retry != call_agent:planner; 2:call_agent:planner != retrieve_memory:1; 4:call_agent:writer != retrieve_memory:1; 5:retry != call_agent:writer; 6:call_agent:writer != retrieve_memory:1; 7:call_agent:critic != retry; 8:finalize != retrieve_memory:1; ...,7,1:retry != call_agent:researcher; 2:call_agent:planner != call_agent:writer; 3:call_agent:researcher != retry; 5:retry != call_agent:critic; 6:call_agent:writer != finalize; 7:call_agent:critic != <none>; 8:finalize != <none>,True,6,5,2,1,0,0,0.0,0.0,0.0,0.0,1.027,1.15,0.171167,0.23
42,code_review,c1f3b89a-c466-4379-96d2-9e15ca70bf35,d4c08320-04d1-4cb3-a951-c59a149a2157,experiments\stabilization_sprint_20260508\traces\mas_no_memory\c1f3b89a-c466-4379-96d2-9e15ca70bf35.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\d4c08320-04d1-4cb3-a951-c59a149a2157.jsonl,planner|researcher|writer|critic,planner|researcher|researcher|writer|critic,0,7,,725a3f81-1a5b-47fb-b00f-4b958aace7b8,,725a3f81-1a5b-47fb-b00f-4b958aace7b8,0,7,0,0,0,0,0,0,call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:critic|finalize,retrieve_memory:1|call_agent:planner|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|retry|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|call_agent:writer|retrieve_memory:1|call_agent:critic|retrieve_memory:1|finalize,call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:critic|finalize,call_agent:planner|call_agent:researcher|retry|call_agent:researcher|call_agent:writer|call_agent:critic|finalize,14,0:call_agent:planner != retrieve_memory:1; 1:call_agent:researcher != call_agent:planner; 2:call_agent:writer != retrieve_memory:1; 3:call_agent:critic != call_agent:researcher; 4:finalize != retrieve_memory:1; 5:<none> != retry; 6:<none> != retrieve_memory:1; 7:<none> != call_agent:researcher; ...,5,2:call_agent:writer != retry; 3:call_agent:critic != call_agent:researcher; 4:finalize != call_agent:writer; 5:<none> != call_agent:critic; 6:<none> != finalize,True,4,5,0,1,0,0,0.0,0.0,0.0,0.0,0.889,0.833,0.22225,0.1666
